Subject,NEORAW_01,NEORAW_06,NEORAW_11,NEORAW_16,NEORAW_21,NEORAW_26,NEORAW_31,NEORAW_36,NEORAW_41,NEORAW_46,NEORAW_51,NEORAW_56
925952,3,1,0,0,0,4,2,0,4,2,0,2
648069,0,1,3,3,4,0,2,4,0,4,4,2
391838,0,4,2,2,4,1,4,1,4,3,3,2
147696,4,1,1,0,2,1,0,4,1,2,4,0
855333,0,2,3,1,4,0,4,4,1,3,4,4
630730,0,3,2,0,0,0,2,3,0,4,4,0
885035,1,3,1,3,2,3,4,4,1,4,1,1
700473,2,1,2,3,4,0,4,2,0,1,2,3
202668,1,1,4,1,2,1,4,4,4,1,1,1
261276,2,1,0,0,1,3,3,0,1,0,3,1
427175,3,3,3,1,0,1,3,0,0,3,3,3
396878,3,0,4,0,3,4,4,2,2,2,1,0
982016,3,2,2,2,4,2,2,0,2,0,3,1
992304,1,1,0,2,0,1,4,1,4,3,0,3
937210,2,2,1,2,3,4,1,3,2,2,4,0
947679,4,1,3,3,0,2,2,0,3,1,4,3
619607,2,2,2,0,1,0,0,2,2,3,2,1
605642,3,3,3,3,2,2,2,1,3,4,4,0
989202,0,0,2,4,2,4,0,2,2,4,3,3
474835,4,3,3,4,4,3,4,2,3,4,2,4
718631,2,3,0,2,0,3,3,2,1,0,3,1
810729,1,0,4,3,0,4,2,4,4,1,2,2
344234,0,2,2,3,1,3,3,0,2,2,0,2
893980,0,3,3,2,2,3,2,1,2,1,2,2
344298,4,4,1,4,3,4,0,1,3,1,3,3
570897,1,2,0,1,2,1,2,1,2,4,4,1
732917,3,1,0,1,0,3,3,2,3,2,0,0
258008,4,2,1,0,0,4,3,3,0,0,4,3
541297,1,4,0,4,1,2,3,1,0,0,2,3
399773,0,1,0,1,2,3,2,3,0,4,3,3
254176,1,2,2,1,3,1,4,3,2,3,2,4
444384,0,3,4,0,1,1,3,2,3,2,1,4
115238,2,1,3,3,1,3,1,2,2,0,0,1
879495,3,1,1,4,2,1,0,4,4,4,3,2
747784,0,3,1,3,2,1,4,0,4,4,1,2
863909,3,2,0,1,4,4,0,4,2,0,4,0
802571,0,1,0,0,3,4,2,1,3,3,4,4
794929,2,4,3,3,2,4,4,2,0,1,2,4
934894,1,4,2,4,0,2,1,0,1,3,0,1
837341,1,3,2,2,3,2,0,1,2,4,0,4
440511,2,0,1,4,4,4,2,1,4,3,2,4
845335,0,1,3,3,3,2,3,1,1,3,0,3
317821,0,2,1,2,4,4,1,3,3,2,0,1
639383,4,3,0,2,3,3,4,3,4,0,3,2
717030,4,1,0,2,0,2,1,0,2,0,0,0
374646,0,2,4,1,0,3,1,2,1,0,3,1
157855,2,3,1,4,4,3,3,0,1,2,2,3
614408,4,2,0,4,3,2,0,1,1,0,4,2
209409,3,3,3,0,1,4,2,4,0,3,3,4
162486,2,3,2,3,0,2,3,4,4,2,1,4
232107,1,4,2,4,1,4,0,1,4,4,0,4
963454,3,0,2,1,4,1,4,1,1,1,4,3
794571,1,1,3,1,3,4,3,4,3,4,0,4
928902,1,3,4,1,4,0,3,3,3,3,4,2
495178,0,3,4,1,3,4,4,3,4,4,3,2
836131,1,1,3,1,3,2,2,3,0,2,2,3
406816,3,4,3,1,1,1,3,1,4,1,1,1
158404,1,0,3,2,2,1,4,2,4,4,4,3
501893,3,4,1,0,1,1,4,4,0,1,3,3
496662,4,3,4,1,4,4,0,4,2,4,4,2
240062,1,0,1,4,3,2,3,3,0,1,2,4
527285,1,1,3,4,0,3,0,1,0,0,1,1
564245,4,0,4,3,3,0,2,4,0,0,4,2
141001,4,2,2,4,4,4,3,0,4,4,2,0
213948,3,0,0,0,0,4,3,4,1,2,3,4
376367,2,4,2,3,0,3,0,3,0,3,2,3
957952,4,1,1,4,3,0,2,1,4,0,2,2
795426,1,2,0,0,3,4,4,4,1,3,2,0
464231,3,3,2,1,4,0,1,2,2,3,0,1
811083,1,0,0,4,2,0,4,2,0,0,4,1
640241,1,3,0,3,1,1,3,0,3,1,1,2
949672,0,3,2,1,1,2,2,0,0,3,3,0
964237,4,2,4,4,3,1,1,4,3,4,3,4
459636,2,3,0,0,0,3,4,4,1,1,3,3
397058,1,2,2,2,0,1,0,0,3,0,1,0
104465,3,2,2,4,2,3,2,0,4,3,4,3
305860,4,2,3,3,0,3,1,4,3,1,0,4
100174,3,4,3,0,1,0,1,3,0,3,1,3
887542,1,0,4,2,4,2,0,2,1,0,0,3
311389,3,0,4,2,3,4,2,2,1,3,0,3
415288,0,1,2,0,2,1,2,2,2,4,0,2
890287,4,0,4,3,4,3,2,0,2,0,0,3
988628,4,1,2,3,2,4,0,2,4,0,4,1
711358,4,3,1,3,0,2,2,0,1,2,3,1
846598,2,1,2,2,4,1,0,0,0,1,2,0
737759,0,0,3,4,1,0,1,4,4,0,0,2
902403,4,1,3,3,4,4,2,3,3,3,1,4
158334,1,4,2,0,3,1,3,4,4,2,3,4
244227,0,0,1,4,3,2,0,2,2,0,3,4
850239,1,4,1,2,2,3,4,0,0,3,1,0
953844,1,3,3,3,3,4,1,4,0,3,3,4
262152,2,1,1,3,3,4,4,0,1,4,1,0
295057,3,1,0,3,0,4,1,4,1,4,1,2
702748,2,1,1,2,1,0,2,4,1,3,0,2
127635,0,1,1,2,1,1,0,1,0,0,4,0
564375,0,2,0,4,4,0,4,0,3,0,3,3
299767,0,1,2,0,1,1,0,1,3,2,2,2
393178,0,3,0,2,4,0,4,3,4,4,3,0
509642,3,3,3,4,3,4,4,0,1,2,3,0
544231,3,4,4,4,2,3,1,0,2,4,4,2
884510,3,2,2,3,3,1,1,2,4,4,1,3
516402,4,4,0,4,3,3,2,2,3,1,3,4
644594,0,0,0,0,0,0,3,2,1,4,3,0
112884,2,1,3,2,2,4,3,0,1,0,4,1
881065,0,0,1,4,2,2,3,1,1,3,4,4
683351,1,3,2,4,3,0,3,4,4,3,3,3
832917,0,2,3,0,4,4,1,2,4,3,2,1
617841,4,2,1,1,3,2,2,4,1,4,2,0
835178,2,4,2,1,1,1,4,1,3,2,0,3
939258,0,2,1,1,2,3,1,2,0,3,3,4
582879,3,0,3,1,0,1,3,2,0,1,2,4
159674,4,4,3,3,4,0,0,1,2,1,4,3
212908,3,2,3,0,1,0,4,4,0,2,2,1
344414,4,1,3,3,1,1,3,2,2,0,2,3
106524,4,0,0,0,3,0,4,1,1,2,1,4
195442,2,3,2,2,1,0,4,3,4,1,2,1
494215,0,0,1,3,1,3,4,2,3,2,4,2
981469,3,4,0,1,2,2,2,1,1,4,4,1
757343,0,0,2,3,4,3,2,3,0,1,4,4
807321,0,4,4,3,4,0,0,3,4,1,1,2
169872,2,2,1,0,3,1,0,1,2,3,3,2
865225,2,3,3,1,3,4,1,4,1,0,1,0
940120,3,0,0,3,2,2,1,0,1,2,3,4
671952,1,0,2,4,1,3,0,1,3,0,1,0
357108,4,4,4,1,4,3,2,0,4,3,4,3
676854,4,3,2,3,2,3,3,0,3,4,3,2
151506,0,1,0,3,3,1,4,1,3,1,1,4
375800,1,2,1,1,3,3,2,4,1,4,3,2
160183,4,0,1,3,1,3,0,4,2,4,2,3
571079,3,3,2,1,4,2,0,1,0,1,0,1
395861,3,2,1,2,2,4,0,2,1,0,3,1
377338,2,3,0,0,0,2,2,4,3,0,0,2
386115,0,1,3,2,2,4,0,4,1,1,2,4
838767,2,2,2,1,0,0,2,4,1,2,1,0
473909,3,0,4,2,1,3,4,2,3,3,3,4
903816,1,4,0,4,3,2,3,1,2,3,0,3
842353,4,4,2,3,3,2,2,1,2,0,3,2
166894,2,3,3,1,0,3,1,3,4,2,0,4
527124,3,1,0,3,2,0,2,1,1,2,1,2
204872,4,1,3,0,0,0,4,0,3,4,0,2
487070,4,1,2,2,2,1,1,4,2,4,3,1
378457,4,1,0,1,2,3,2,4,3,1,2,3
181572,4,0,2,1,4,3,4,1,1,2,1,2
101500,3,0,3,4,3,4,3,1,4,3,4,0
596177,4,1,2,4,0,2,0,2,3,4,1,1
665475,3,3,4,3,1,4,0,4,3,0,3,1
115758,3,1,0,1,0,1,0,1,0,4,2,2
390291,2,3,4,4,4,4,3,0,2,1,2,4
895531,1,1,4,4,0,1,4,4,4,3,0,4
771872,1,4,1,3,4,0,2,1,0,4,3,2
202788,4,4,4,0,4,1,2,3,4,3,3,1
897839,2,4,2,4,2,0,2,2,0,2,3,1
485061,2,2,4,1,4,1,2,2,0,0,1,1
458090,4,4,2,1,2,2,1,1,3,0,4,2
730823,1,2,2,1,0,1,0,2,3,0,3,1
569642,0,3,1,4,3,3,4,2,3,4,3,2
649248,3,2,0,2,2,0,0,3,2,4,3,0
182673,3,1,3,2,1,3,3,3,1,4,2,3
325599,3,3,3,0,3,2,0,3,1,2,4,1
589591,2,1,1,4,1,3,3,0,3,1,3,1
349652,0,0,1,0,1,2,1,4,2,2,3,0
209076,1,0,1,0,4,2,4,0,4,1,3,4
234192,0,1,1,4,0,2,1,2,0,2,4,1
421371,2,1,2,0,1,3,1,3,1,0,0,2
127795,3,3,1,1,1,1,0,4,3,4,4,2
577209,1,4,0,3,3,1,4,3,1,3,1,3
438806,4,4,3,3,0,2,3,2,4,3,3,2
720601,2,4,4,1,4,0,3,1,4,4,3,4
934952,4,1,4,1,2,3,3,1,2,3,4,0
893015,2,2,2,0,4,0,0,0,0,0,3,0
599749,0,2,0,0,3,3,3,2,1,0,3,2
480253,3,3,4,4,1,4,3,1,1,4,3,4
352470,4,2,4,4,2,1,2,1,2,2,3,4
700070,2,4,0,2,1,3,4,2,0,1,1,1
816862,0,2,3,3,1,0,4,0,1,3,0,0
737717,2,0,3,4,0,1,1,3,4,4,2,0
850467,1,1,1,0,2,0,4,4,3,3,4,1
972439,3,1,3,3,0,4,0,2,4,4,2,4
537776,4,0,1,0,1,3,3,3,0,0,1,0
209371,2,3,3,0,4,0,0,0,4,1,2,3
361586,2,0,0,2,3,1,0,2,4,2,3,0
