Subject,NEOFAC_N,NEO-FFI_Compl,NEORAW_01,NEORAW_06,NEORAW_11,NEORAW_16,NEORAW_21,NEORAW_26,NEORAW_31,NEORAW_36,NEORAW_41,NEORAW_46,NEORAW_51,NEORAW_56
120711,27,True,A,A,D,SD,A,SA,SD,A,SD,D,D,SD
868570,23,True,N,N,A,SD,SD,D,SA,A,SD,D,A,N
158096,16,True,D,A,D,SA,SA,SD,SA,SD,SD,A,D,A
404920,27,True,A,SD,D,N,SA,SA,SD,SD,A,SD,A,D
924128,21,True,A,D,SD,N,D,SA,D,SA,N,N,D,SD
599206,30,True,D,A,N,SD,SD,SA,D,A,D,N,A,N
861019,22,True,N,SD,N,SA,SD,D,D,A,N,SD,SA,D
136133,30,True,SA,A,D,SD,SA,SA,A,N,A,SA,SA,SA
557075,28,True,N,SD,SD,D,N,A,D,D,SA,N,SA,SA
526809,27,True,SD,A,D,SA,A,D,D,D,N,SD,SA,D
485177,25,True,N,SD,N,SA,A,D,N,D,SA,N,SA,SA
620650,23,True,SA,SD,SA,SD,D,SD,SA,N,SA,N,SA,N
465614,27,True,SD,D,SA,SA,A,D,D,N,SA,SA,SA,D
629935,21,True,A,D,SD,SA,D,N,SD,SA,SD,D,N,A
302997,17,True,SA,SD,N,N,N,N,SA,SA,SD,SA,N,A
468479,17,True,N,SD,N,N,D,D,N,SD,N,D,N,SD
973795,18,True,D,SD,D,A,A,A,A,SA,SD,SA,SD,N
396062,26,True,SD,SD,A,D,N,A,N,D,SA,A,D,N
475659,30,True,A,A,SA,D,A,N,N,A,D,D,A,N
495854,21,True,SA,D,SD,SD,SA,N,N,N,A,SA,A,SD
534163,19,True,A,SD,D,D,SD,A,A,A,SD,N,N,A
792383,28,True,SA,D,D,D,SD,A,N,SA,A,SD,A,SA
917869,33,True,A,N,D,D,SA,D,SD,D,SA,SD,SA,SA
843899,20,True,A,N,D,N,A,SD,SA,N,D,N,N,SA
123045,20,True,SA,N,SA,A,N,SD,D,N,SD,A,A,N
106666,26,True,D,N,SD,A,N,A,SD,D,D,N,A,SA
992797,27,True,A,D,D,SD,A,SA,SA,D,N,N,SA,SA
236937,28,True,SD,A,N,SA,SA,SA,SA,A,SA,A,N,D
460059,16,True,SD,SD,SA,N,SD,SD,A,SD,SD,D,D,D
770284,31,True,SA,A,A,A,A,A,SD,A,SA,A,SA,N
789452,26,True,D,D,N,SD,SD,SA,A,A,N,SA,A,A
554684,19,True,D,SD,SA,A,A,SD,D,N,SD,SA,SD,A
361655,35,True,D,SA,SA,SD,A,SD,N,SA,A,SD,D,A
793161,28,True,D,D,A,N,A,SD,N,D,SA,SD,N,A
324172,19,True,D,SA,A,SD,SD,SD,SA,SD,SD,N,A,SD
131211,25,True,SA,SA,SD,SD,N,SA,SA,SA,D,D,D,N
636413,26,True,A,A,A,A,D,N,D,SD,SA,N,SA,N
254801,26,True,N,SA,SD,N,SA,SA,SA,SA,N,SA,A,D
375864,20,True,N,D,D,D,N,N,SA,D,SA,N,SD,N
161323,23,True,A,A,SD,D,SD,SA,N,SD,A,N,D,SA
119026,21,True,SD,SA,SA,A,SD,SD,N,SD,N,SA,SA,SD
807314,23,True,N,SD,SA,N,A,D,A,A,SA,N,D,SD
460979,18,True,SD,N,D,SA,SD,N,A,D,SD,D,A,D
939123,12,True,SA,N,SD,A,D,N,SA,SD,D,A,SD,SA
694467,25,True,SD,N,N,SD,SA,SD,D,SD,SD,SD,D,D
200668,25,True,A,D,N,A,SA,N,SA,N,A,D,N,SA
167133,22,True,D,N,SD,N,SD,D,A,N,N,D,N,SA
754661,21,True,SD,D,SD,A,SA,N,A,A,SD,D,SD,N
257380,25,True,SD,SD,SA,SD,SD,N,A,SA,D,A,N,N
812700,21,True,D,SD,SD,SA,N,N,A,N,A,D,SA,D
704103,22,True,D,D,A,SA,N,SA,SA,N,SD,SD,A,SD
567895,29,True,A,A,SA,A,N,SA,D,D,D,N,A,SA
664879,26,True,D,SD,A,A,A,SA,A,A,D,SD,A,SD
179859,25,True,D,SA,N,SA,N,N,A,A,A,A,SA,SD
834719,24,True,SD,SA,SD,A,D,D,D,SD,A,SA,SA,A
851114,23,True,N,SA,D,D,D,D,N,SD,SA,A,N,N
794198,21,True,SA,N,A,A,A,SA,N,N,N,SA,N,SD
369640,25,True,A,N,SA,N,A,SA,N,D,SA,N,SD,SD
564655,34,True,SD,SA,A,SD,SA,A,D,D,SD,D,SA,D
308163,20,True,SA,D,SD,D,D,A,D,SD,SD,SD,A,N
226101,27,True,A,D,SA,SD,A,D,D,A,N,D,SD,N
371996,29,True,SD,D,SA,A,N,SA,N,D,N,SD,SA,SD
892851,19,True,SA,SD,SD,N,D,A,SD,SD,D,D,D,SA
927432,31,True,SA,D,SA,SA,SA,SA,A,A,SA,N,SA,SA
655594,18,True,SA,SD,N,N,N,D,A,SA,SD,A,A,N
678092,27,True,SD,SA,A,N,N,SD,A,N,SD,D,A,A
969235,32,True,A,N,N,D,N,SA,D,D,SA,N,SA,SA
260648,23,True,D,D,A,SA,SD,N,N,SD,A,SD,SA,D
763104,25,True,SA,SD,A,SD,SD,N,SD,SA,D,N,N,A
919550,29,True,D,N,SA,A,SD,A,A,N,N,SD,A,SA
709469,27,True,D,SD,D,N,SA,SA,D,N,A,D,D,D
907811,20,True,SA,A,SD,N,SA,A,SA,N,N,D,D,SD
286194,28,True,D,A,N,N,A,D,SD,A,D,A,N,A
680999,16,True,D,SD,N,A,N,D,A,SD,SD,D,A,SD
654974,26,True,D,SD,N,SD,SA,D,SD,N,N,N,SD,N
766072,19,True,N,N,SA,D,SD,D,N,N,N,SA,SD,D
622651,28,True,D,A,A,SD,D,SA,N,SD,A,A,A,D
636560,27,True,D,SA,N,SD,A,A,A,SD,SA,N,SD,D
428222,24,True,SA,N,A,SD,SD,SD,SD,SD,D,SD,N,SA
854397,17,True,SA,N,N,SA,D,A,SA,N,A,SA,D,A
241765,12,True,SA,SD,A,N,SD,SD,SA,SA,N,SA,D,SD
619240,33,True,SD,N,SA,N,D,SA,N,D,SA,D,SA,N
884888,32,True,SD,SA,SD,SD,SD,N,D,A,SA,SD,A,D
378633,28,True,A,SD,SA,N,A,SA,A,N,N,SD,A,N
329203,19,True,N,N,N,D,N,A,N,D,SD,SA,N,SD
913547,25,True,D,D,D,SD,D,SD,SD,D,SA,SA,SA,N
154071,20,True,D,SD,SD,SA,D,A,SD,SD,N,D,SA,SD
902060,30,True,D,SA,D,SD,A,N,A,SA,N,N,D,A
892315,26,True,D,N,D,D,SD,SA,D,SD,SA,SA,SA,N
558997,25,True,A,N,SA,A,A,SA,A,SD,D,A,SA,A
104956,29,True,SD,SA,N,SD,SA,D,A,D,SD,SD,D,A
426143,22,True,A,A,SD,D,N,SD,SD,A,D,A,SA,SD
118380,28,True,SD,D,A,D,SD,SA,SD,SD,N,SD,D,N
199781,20,True,D,A,N,SA,SA,SD,A,D,N,A,N,D
441705,31,True,SA,A,SA,D,A,SA,SA,N,A,N,SA,A
527444,26,True,SD,SD,D,SD,N,N,SA,SA,SA,D,N,SD
708947,26,True,A,SA,SD,SA,SA,N,D,SA,D,SD,N,D
747328,25,True,SA,SD,N,N,SA,SD,SD,N,D,N,SA,SA
378180,18,True,SD,SD,N,N,N,SD,D,SD,A,A,D,SD
515460,30,True,SD,SA,SA,SD,SA,SD,SA,D,SA,SA,D,SA
911958,24,True,SA,SA,A,SA,SD,D,N,D,D,SD,SA,SA
240501,30,True,N,SA,SA,A,N,N,SA,SD,SA,SD,A,SA
258577,33,True,A,A,SA,SD,A,A,D,SA,SA,SA,SA,SD
439905,19,True,A,SD,D,SA,N,N,A,SD,A,N,A,SA
777734,27,True,N,D,N,SD,SD,D,N,D,A,SD,A,SA
307924,31,True,SD,SA,SD,SA,A,SA,N,N,SD,SD,SA,SA
788604,27,True,D,A,SD,SA,SA,N,D,A,A,A,A,N
669145,26,True,N,A,A,SA,N,SD,SA,D,SA,SD,A,SA
988088,17,True,A,D,A,SA,SD,A,SD,D,SD,D,D,SD
180753,29,True,SA,N,A,D,N,D,D,D,A,SD,SA,A
170781,26,True,SD,SA,A,A,A,N,N,D,D,SA,N,A
827001,20,True,D,N,SD,SD,D,N,A,SD,N,SA,D,SA
448278,31,True,D,D,D,D,SA,D,D,SA,N,D,N,SA
230910,29,True,SD,SA,D,N,SA,SD,SD,SD,SA,A,A,N
937847,18,True,D,SA,A,A,D,SD,SD,D,SD,SA,SD,D
650935,23,True,SA,SD,SD,D,A,N,SD,A,A,SA,N,A
316392,24,True,SA,A,SA,SA,N,N,N,N,SA,SD,SD,D
584138,24,True,D,D,D,D,N,A,N,SA,D,D,D,SD
913129,20,True,SA,SD,N,N,SA,SD,A,SD,N,N,A,SA
377610,22,True,N,D,A,N,N,SA,SA,D,SD,D,N,N
161756,26,True,D,A,SD,D,SA,N,SA,N,N,N,SA,D
447632,24,True,A,A,A,D,SA,D,N,SD,A,SA,D,A
766397,22,True,D,SD,SD,A,SA,SD,D,SA,D,SA,N,SA
788314,28,True,SD,SA,A,SD,SA,SD,SA,D,A,A,SA,SD
953737,23,True,SA,D,A,D,N,N,SA,N,A,D,A,D
873355,31,True,D,SA,SA,A,SA,A,SD,N,D,SA,D,SA
208999,26,True,N,SD,SA,D,SA,SD,SD,N,D,D,SD,A
323957,20,True,SA,A,SD,N,SA,SA,A,SD,N,A,A,SD
643487,26,True,N,N,SA,N,A,SD,D,A,N,A,A,D
493024,20,True,D,A,SD,A,D,N,N,SD,SA,D,SD,D
529640,25,True,SD,D,SD,D,SA,N,N,D,A,D,D,D
929712,26,True,SD,A,A,SA,N,N,N,N,SA,A,D,N
973241,24,True,SD,D,SA,D,SD,SA,D,SD,SD,SA,SA,D
103331,29,True,SA,A,A,D,SD,D,SD,SA,SA,D,A,D
439496,25,True,D,N,SD,D,SD,SA,N,D,A,SA,SA,A
724405,20,True,A,SA,SD,SA,SD,A,SD,N,SD,SA,N,SA
642889,20,True,D,N,SA,SA,SA,A,A,SD,SD,SA,N,D
187031,28,True,N,A,A,SD,SD,D,SD,N,SD,SD,A,N
575490,18,True,A,SD,SD,SA,SA,SD,A,D,N,SD,A,N
461335,25,True,SA,A,SA,N,SA,D,N,A,SD,A,D,SA
778354,21,True,N,N,D,SA,SA,D,D,SA,D,N,D,SD
312983,24,True,SD,D,SA,N,SD,SA,A,SD,D,SA,A,SA
525129,28,True,SA,SD,N,SD,N,SA,A,SA,A,A,A,SA
696912,25,True,A,A,SD,SD,A,SA,SA,D,N,SD,N,D
430487,30,True,D,A,SA,SA,N,N,SD,SA,D,D,D,A
541134,27,True,SA,A,SD,SD,D,SA,D,A,A,D,N,D
260028,21,True,SD,A,D,N,SD,N,N,SD,SD,SD,SD,A
727838,29,True,SA,A,SA,D,A,A,N,N,D,SD,SD,SA
777566,23,True,N,A,SD,N,A,SA,N,D,SA,SA,D,D
614136,24,True,N,A,D,A,N,A,SA,SA,SD,A,A,SA
843205,35,True,D,N,A,SD,N,N,SD,A,SA,D,SA,D
831403,35,True,SA,SA,SA,SD,D,SA,N,A,SA,N,SA,A
853721,28,True,A,N,A,SD,SA,SA,A,N,N,SD,D,SD
939142,22,True,A,N,N,SD,D,SD,A,SD,D,SD,A,A
129424,17,True,N,N,SD,N,N,SA,SA,N,SD,A,N,SD
287186,27,True,N,N,N,A,N,N,N,N,N,D,A,SA
494601,30,True,D,SA,A,N,N,SA,A,A,A,SD,SD,D
915509,22,True,SA,SA,N,N,N,A,SA,SD,SA,A,N,N
124555,33,True,A,N,SA,SD,A,SA,N,N,N,SD,N,A
939254,22,True,N,A,SD,D,D,SA,SA,A,N,D,D,SD
546548,23,True,N,SD,N,A,N,D,SA,A,A,N,SA,A
793620,20,True,SA,N,N,D,A,SD,A,SD,A,N,D,A
615072,28,True,N,D,N,D,A,SD,SD,SA,D,SD,N,N
431016,26,True,SD,SD,D,SD,D,SA,D,D,N,D,SD,A
657415,18,True,N,A,SD,A,SD,D,A,D,A,SA,SA,N
189268,32,True,N,A,SA,N,D,SA,A,SA,A,N,N,SA
505195,23,True,N,SD,D,SD,N,A,D,N,N,SD,SD,SD
196865,21,True,A,SA,SD,D,D,N,A,SD,N,SD,SD,A
736008,25,True,SA,A,A,A,D,SA,N,A,SA,SD,SD,SD
625102,18,True,N,N,SD,A,SD,D,D,N,SD,N,N,A
716622,28,True,D,N,D,A,A,D,D,SA,SA,SD,SD,N
184551,22,True,SA,SA,N,N,A,SD,A,N,A,N,A,SD
440539,23,True,D,SA,SD,N,SA,N,SA,D,A,A,SD,A
210366,25,True,A,A,SD,SD,D,A,SD,D,SA,SA,A,D
260910,28,True,N,SA,SA,SD,D,D,SA,N,SA,N,SD,SA
223294,24,True,N,SD,A,SD,SD,SD,N,SD,SA,N,SA,A
946687,19,True,D,SD,SD,SA,D,A,SD,SD,N,A,N,A
420482,20,True,SA,A,A,SA,SD,N,SD,D,SD,D,SD,SA
182947,21,True,D,A,SD,D,A,D,N,A,D,SA,N,SD
536419,26,True,A,SA,SA,A,A,D,SD,N,D,SD,D,SD
913371,22,True,SA,SA,A,SA,D,SA,SA,A,SD,D,SA,SD
448096,24,True,D,A,SD,N,D,SA,SA,N,SA,N,A,SD
219446,19,True,SA,D,A,N,N,D,A,SA,SD,D,D,D
214740,23,True,A,SD,N,D,D,D,N,D,SD,SD,SA,SA
309028,26,True,SD,SA,A,D,SD,N,A,A,N,A,SD,A
273905,32,True,SD,D,N,N,N,A,A,SA,SA,SD,A,N
232622,29,True,N,SD,A,D,A,SA,D,D,SA,SD,SD,N
754653,22,True,A,D,A,SD,SA,SA,A,N,SD,SA,N,SD
909124,26,True,SA,D,D,SD,A,SA,D,SD,N,D,D,SA
538165,19,True,D,D,D,A,D,N,N,SA,SD,SA,D,A
145866,20,True,SD,D,SD,A,D,N,N,D,A,N,SD,A
544387,28,True,D,D,SD,D,SA,N,N,SA,N,SD,D,N
165788,25,True,A,SD,N,D,SD,A,D,A,SD,N,SA,SA
569968,29,True,SD,D,SA,N,A,N,N,N,SA,D,N,SD
945024,24,True,N,SA,A,SA,A,D,SA,SA,SD,D,SD,SA
995662,25,True,A,D,N,N,N,A,N,SD,SA,SD,SD,SA
920766,35,True,SD,SA,SA,SD,N,D,SD,SA,A,D,SD,N
503144,23,True,D,N,D,A,SD,SD,D,N,SA,D,SD,SA
272860,30,True,D,SD,D,SD,SA,A,N,SD,SA,SD,D,SA
917359,15,True,SA,SA,SD,N,A,SD,SA,A,SD,A,N,SD
939836,19,True,N,A,SD,SA,N,N,D,N,SD,N,SD,A
856183,26,True,N,SA,SD,SD,A,SD,A,N,A,SA,A,SA
613116,23,True,SA,SD,N,SA,D,N,SD,N,SA,SD,A,D
922539,25,True,A,N,A,SA,SA,SA,SD,N,A,A,SD,D
398873,18,True,SD,A,D,A,SA,N,N,SD,SD,SA,D,SD
774443,27,True,N,SA,N,SD,SD,A,D,N,N,A,SD,SA
634231,18,True,D,D,N,A,D,SD,A,A,D,SD,D,SD
445140,23,True,A,A,A,D,A,A,SA,SD,D,N,SA,SD
124164,33,True,D,SD,N,SD,A,A,SD,A,SA,N,A,N
213864,22,True,SA,N,SD,A,A,SD,D,SA,A,N,SD,SA
865826,15,True,D,SD,D,A,SD,SD,A,N,SD,A,A,A
848727,27,True,N,N,A,SA,N,SA,D,A,D,A,A,A
978070,18,True,A,SA,D,SA,SA,N,A,SD,A,SA,N,SD
769914,16,True,SA,SD,N,A,SA,N,A,D,D,SA,N,N
449647,19,True,SA,SD,D,N,SA,N,N,N,N,A,N,D
512848,24,True,A,A,N,SA,N,D,N,SD,SA,SD,A,N
449940,24,True,D,D,N,D,N,A,D,SD,N,N,D,N
679801,19,True,D,SD,A,SA,N,SD,SD,SD,SD,SD,D,N
613342,25,True,N,N,A,SA,N,SA,A,SA,D,N,SA,SD
508458,21,True,N,N,SD,A,D,SD,SD,A,A,D,N,SD
584296,24,True,N,A,SD,A,SD,D,SD,A,A,SD,A,SD
634604,16,True,D,A,SD,SD,D,SD,A,SD,D,A,D,D
935413,22,True,N,SD,SA,N,A,A,N,SD,SD,D,N,D
770042,24,True,SA,SA,SA,SD,N,SA,SA,N,D,SA,SD,A
585418,21,True,SA,A,D,SD,SA,SD,N,D,N,A,A,SD
490732,17,True,SA,SD,SD,A,N,SD,N,N,SD,SD,SA,N
870491,28,True,SD,A,D,D,SA,D,D,N,A,N,N,SD
278178,23,True,SD,SD,D,N,SD,N,SD,SD,N,N,N,SA
827983,13,True,SD,D,N,SA,SD,D,SD,D,SD,SA,SD,SD
508289,28,True,N,SA,SD,N,A,N,SD,SA,SA,A,SD,N
930951,19,True,D,A,SA,SA,D,A,N,D,D,A,SD,SD
398229,26,True,D,A,N,SA,A,D,N,A,A,SA,A,A
516698,29,True,SD,A,D,SD,D,A,SD,SA,D,D,D,SD
624696,30,True,SD,SA,N,D,N,D,SA,SA,N,N,N,SA
776044,14,True,A,A,D,D,SD,D,SA,SD,D,SA,D,A
652397,28,True,D,N,SD,A,SA,SA,D,N,D,SA,SA,SA
659352,18,True,N,D,SD,D,SD,SA,A,SD,D,SA,A,A
111315,26,True,D,SA,SD,A,A,SA,A,SA,SD,SD,D,D
134786,23,True,N,SD,D,SA,A,A,N,N,A,D,A,D
536032,23,True,D,SA,N,A,SD,SD,SD,D,N,SD,D,D
895026,22,True,N,A,A,SD,SD,N,N,N,SD,A,D,N
159653,18,True,SA,SA,D,A,D,N,SA,SA,D,A,SD,A
318885,17,True,SA,D,SD,SA,N,A,D,A,N,SA,N,D
269363,19,True,D,N,SD,A,SD,SA,A,SA,SD,N,SD,N
911501,20,True,A,SD,SA,N,D,N,SA,D,A,A,D,SA
336634,15,True,SA,SA,D,SA,D,N,A,SA,SD,SA,N,SD
835414,21,True,SA,SA,SA,A,D,D,A,A,SA,SA,SD,N
505047,18,True,N,SD,A,SD,SD,A,SD,D,SD,SA,SD,D
360397,14,True,SA,SD,SD,SA,N,SD,SD,D,D,SA,A,A
255752,27,True,SD,SA,SD,N,SA,N,A,D,A,SA,A,A
833199,26,True,D,SD,A,D,D,SD,SD,D,SA,A,N,SA
176524,23,True,A,SD,A,SD,SD,N,N,SA,SD,A,SA,N
925952,18,True,D,D,SD,SA,SD,SA,N,SD,SA,N,SD,N
648069,27,True,SA,D,A,D,SA,SD,N,SA,SD,SD,SA,N
391838,30,True,SA,SA,N,N,SA,D,SD,D,SA,D,A,N
147696,20,True,SD,D,D,SA,N,D,SA,SA,D,N,SA,SD
855333,30,True,SA,N,A,A,SA,SD,SD,SA,D,D,SA,SA
630730,18,True,SA,A,N,SA,SD,SD,N,A,SD,SD,SA,SD
885035,28,True,A,A,D,D,N,A,SD,SA,D,SD,D,D
700473,24,True,N,D,N,D,SA,SD,SD,N,SD,A,N,A
202668,25,True,A,D,SA,A,N,D,SD,SA,SA,A,D,D
261276,15,True,N,D,SD,SA,D,A,D,SD,D,SA,A,D
427175,23,True,D,A,A,A,SD,D,D,SD,SD,D,A,A
396878,25,True,D,SD,SA,SA,A,SA,SD,N,N,N,D,SD
982016,23,True,D,N,N,N,SA,N,N,SD,N,SA,A,D
992304,20,True,A,D,SD,N,SD,D,SD,D,SA,D,SD,A
937210,26,True,N,N,D,N,A,SA,A,A,N,N,SA,SD
947679,26,True,SD,D,A,D,SD,N,N,SD,A,A,SA,A
619607,17,True,N,N,N,SA,D,SD,SA,N,N,D,N,D
605642,30,True,D,A,A,D,N,N,N,D,A,SD,SA,SD
989202,26,True,SA,SD,N,SD,N,SA,SA,N,N,SD,A,A
474835,40,True,SD,A,A,SD,SA,A,SD,N,A,SD,N,SA
718631,20,True,N,A,SD,N,SD,A,D,N,D,SA,A,D
810729,27,True,A,SD,SA,D,SD,SA,N,SA,SA,A,N,N
344234,20,True,SA,N,N,D,D,A,D,SD,N,N,SD,N
893980,23,True,SA,A,A,N,N,A,N,D,N,A,N,N
344298,31,True,SD,SA,D,SD,A,SA,SA,D,A,A,A,A
570897,21,True,A,N,SD,A,N,D,N,D,N,SD,SA,D
732917,18,True,D,D,SD,A,SD,A,D,N,A,N,SD,SD
258008,24,True,SD,N,D,SA,SD,SA,D,A,SD,SA,SA,A
541297,21,True,A,SA,SD,SD,D,N,D,D,SD,SA,N,A
399773,22,True,SA,D,SD,A,N,A,N,A,SD,SD,A,A
254176,28,True,A,N,N,A,A,D,SD,A,N,D,N,SA
444384,24,True,SA,A,SA,SA,D,D,D,N,A,N,D,SA
115238,19,True,N,D,A,D,D,A,A,N,N,SA,SD,D
879495,29,True,D,D,D,SD,N,D,SA,SA,SA,SD,A,N
747784,25,True,SA,A,D,D,N,D,SD,SD,SA,SD,D,N
863909,24,True,D,N,SD,A,SA,SA,SA,SA,N,SA,SA,SD
802571,25,True,SA,D,SD,SA,A,SA,N,D,A,D,SA,SA
794929,31,True,N,SA,A,D,N,SA,SD,N,SD,A,N,SA
934894,19,True,A,SA,N,SD,SD,N,A,SD,D,D,SD,D
837341,24,True,A,A,N,N,A,N,SA,D,N,SD,SD,SA
440511,31,True,N,SD,D,SD,SA,SA,N,D,SA,D,N,SA
845335,23,True,SA,D,A,D,A,N,D,D,D,D,SD,A
317821,23,True,SA,N,D,N,SA,SA,A,A,A,N,SD,D
639383,31,True,SD,A,SD,N,A,A,SD,A,SA,SA,A,N
717030,12,True,SD,D,SD,N,SD,N,A,SD,N,SA,SD,SD
374646,18,True,SA,N,SA,A,SD,A,A,N,D,SA,A,D
157855,28,True,N,A,D,SD,SA,A,D,SD,D,N,N,A
614408,23,True,SD,N,SD,SD,A,N,SA,D,D,SA,SA,N
209409,30,True,D,A,A,SA,D,SA,N,SA,SD,D,A,SA
162486,30,True,N,A,N,D,SD,N,D,SA,SA,N,D,SA
232107,29,True,A,SA,N,SD,D,SA,SA,D,SA,SD,SD,SA
963454,25,True,D,SD,N,A,SA,D,SD,D,D,A,SA,A
794571,31,True,A,D,A,A,A,SA,D,SA,A,SD,SD,SA
928902,31,True,A,A,SA,A,SA,SD,D,A,A,D,SA,N
495178,35,True,SA,A,SA,A,A,SA,SD,A,SA,SD,A,N
836131,23,True,A,D,A,A,A,N,N,A,SD,N,N,A
406816,24,True,D,SA,A,A,D,D,D,D,SA,A,D,D
158404,30,True,A,SD,A,N,N,D,SD,N,SA,SD,SA,A
501893,25,True,D,SA,D,SA,D,D,SD,SA,SD,A,A,A
496662,36,True,SD,A,SA,A,SA,SA,SA,SA,N,SD,SA,N
240062,24,True,A,SD,D,SD,A,N,D,A,SD,A,N,SA
527285,15,True,A,D,A,SD,SD,A,SA,D,SD,SA,D,D
564245,26,True,SD,SD,SA,D,A,SD,N,SA,SD,SA,SA,N
141001,33,True,SD,N,N,SD,SA,SA,D,SD,SA,SD,N,SD
213948,24,True,D,SD,SD,SA,SD,SA,D,SA,D,N,A,SA
376367,25,True,N,SA,N,D,SD,A,SA,A,SD,D,N,A
957952,24,True,SD,D,D,SD,A,SD,N,D,SA,SA,N,N
795426,24,True,A,N,SD,SA,A,SA,SD,SA,D,D,N,SD
464231,22,True,D,A,N,A,SA,SD,A,N,N,D,SD,D
811083,18,True,A,SD,SD,SD,N,SD,SD,N,SD,SA,SA,D
640241,19,True,A,A,SD,D,D,D,D,SD,A,A,D,N
949672,17,True,SA,A,N,A,D,N,N,SD,SD,D,A,SD
964237,37,True,SD,N,SA,SD,A,D,A,SA,A,SD,A,SA
459636,24,True,N,A,SD,SA,SD,A,SD,SA,D,A,A,A
397058,12,True,A,N,N,N,SD,D,SA,SD,A,SA,D,SD
104465,32,True,D,N,N,SD,N,A,N,SD,SA,D,SA,A
305860,28,True,SD,N,A,D,SD,A,A,SA,A,A,SD,SA
100174,22,True,D,SA,A,SA,D,SD,A,A,SD,D,D,A
887542,19,True,A,SD,SA,N,SA,N,SA,N,D,SA,SD,A
311389,27,True,D,SD,SA,N,A,SA,N,N,D,D,SD,A
415288,18,True,SA,D,N,SA,N,D,N,N,N,SD,SD,N
890287,25,True,SD,SD,SA,D,SA,A,N,SD,N,SA,SD,A
988628,27,True,SD,D,N,D,N,SA,SA,N,SA,SA,SA,D
711358,22,True,SD,A,D,D,SD,N,N,SD,D,N,A,D
846598,15,True,N,D,N,N,SA,D,SA,SD,SD,A,N,SD
737759,19,True,SA,SD,A,SD,D,SD,A,SA,SA,SA,SD,N
902403,35,True,SD,D,A,D,SA,SA,N,A,A,D,D,SA
158334,31,True,A,SA,N,SA,A,D,D,SA,SA,N,A,SA
244227,21,True,SA,SD,D,SD,A,N,SA,N,N,SA,A,SA
850239,21,True,A,SA,D,N,N,A,SD,SD,SD,D,D,SD
953844,32,True,A,A,A,D,A,SA,A,SA,SD,D,A,SA
262152,24,True,N,D,D,D,A,SA,SD,SD,D,SD,D,SD
295057,24,True,D,D,SD,D,SD,SA,A,SA,D,SD,D,N
702748,19,True,N,D,D,N,D,SD,N,SA,D,D,SD,N
127635,11,True,SA,D,D,N,D,D,SA,D,SD,SA,SA,SD
564375,23,True,SA,N,SD,SD,SA,SD,SD,SD,A,SA,A,A
299767,15,True,SA,D,N,SA,D,D,SA,D,A,N,N,N
393178,27,True,SA,A,SD,N,SA,SD,SD,A,SA,SD,A,SD
509642,30,True,D,A,A,SD,A,SA,SD,SD,D,N,A,SD
544231,33,True,D,SA,SA,SD,N,A,A,SD,N,SD,SA,N
884510,29,True,D,N,N,D,A,D,A,N,SA,SD,D,A
516402,33,True,SD,SA,SD,SD,A,A,N,N,A,A,A,SA
644594,13,True,SA,SD,SD,SA,SD,SD,D,N,D,SD,A,SD
112884,23,True,N,D,A,N,N,SA,D,SD,D,SA,SA,D
881065,25,True,SA,SD,D,SD,N,N,D,D,D,D,SA,SA
683351,33,True,A,A,N,SD,A,SD,D,SA,SA,D,A,A
832917,26,True,SA,N,A,SA,SA,SA,A,N,SA,D,N,D
617841,26,True,SD,N,D,A,A,N,N,SA,D,SD,N,SD
835178,24,True,N,SA,N,A,D,D,SD,D,A,N,SD,A
939258,22,True,SA,N,D,A,N,A,A,N,SD,D,A,SA
582879,20,True,D,SD,A,A,SD,D,D,N,SD,A,N,SA
159674,29,True,SD,SA,A,D,SA,SD,SA,D,N,A,SA,A
212908,22,True,D,N,A,SA,D,SD,SD,SA,SD,N,N,D
344414,25,True,SD,D,A,D,D,D,D,N,N,SA,N,A
106524,20,True,SD,SD,SD,SA,A,SD,SD,D,D,N,D,SA
195442,25,True,N,A,N,N,D,SD,SD,A,SA,A,N,D
494215,25,True,SA,SD,D,D,D,A,SD,N,A,N,SA,N
981469,25,True,D,SA,SD,A,N,N,N,D,D,SD,SA,D
757343,26,True,SA,SD,N,D,SA,A,N,A,SD,A,SA,SA
807321,26,True,SA,SA,SA,D,SA,SD,SA,A,SA,A,D,N
169872,20,True,N,N,D,SA,A,D,SA,D,N,D,A,N
865225,23,True,N,A,A,A,A,SA,A,SA,D,SA,D,SD
940120,21,True,D,SD,SD,D,N,N,A,SD,D,N,A,SA
671952,16,True,A,SD,N,SD,D,A,SA,D,A,SA,D,SD
357108,36,True,SD,SA,SA,A,SA,A,N,SD,SA,D,SA,A
676854,32,True,SD,A,N,D,N,A,D,SD,A,SD,A,N
151506,22,True,SA,D,SD,D,A,D,SD,D,A,A,D,SA
375800,27,True,A,N,D,A,A,A,N,SA,D,SD,A,N
160183,27,True,SD,SD,D,D,D,A,SA,SA,N,SD,N,A
571079,18,True,D,A,N,A,SA,N,SA,D,SD,A,SD,D
395861,21,True,D,N,D,N,N,SA,SA,N,D,SA,A,D
377338,18,True,N,A,SD,SA,SD,N,N,SA,A,SA,SD,N
386115,24,True,SA,D,A,N,N,SA,SA,SA,D,A,N,SA
838767,17,True,N,N,N,A,SD,SD,N,SA,D,N,D,SD
473909,32,True,D,SD,SA,N,D,A,SD,N,A,D,A,SA
